ts,x,y,z,rx,ry,rz,rw
63755672386908,0.06381881,1.564476,-0.4971682,0.01344458,0.03618589,-0.01841212,0.999085
63755672386922,0.06469631,1.564429,-0.4928557,0.01400438,0.03625178,-0.01872191,0.9990692
63755672386937,0.06556487,1.564523,-0.488008,0.01518298,0.0366356,-0.0192933,0.9990271
63755672386950,0.06624603,1.564635,-0.4842196,0.01543029,0.03686474,-0.01918045,0.9990171
63755672386964,0.06712389,1.564701,-0.4799025,0.01522315,0.03699918,-0.01876212,0.9990232
63755672386978,0.06802583,1.564641,-0.4754508,0.01520209,0.03717427,-0.0182724,0.9990261
63755672386992,0.06873417,1.564578,-0.4716756,0.01556758,0.03732106,-0.01824487,0.9990155
63755672387005,0.06945956,1.56451,-0.4678657,0.01629941,0.03731646,-0.01792914,0.9990097
63755672387019,0.07036078,1.564462,-0.4632649,0.01742336,0.03749976,-0.01773987,0.9989873
63755672387032,0.07068479,1.564476,-0.4615116,0.01763944,0.03749228,-0.01782722,0.9989822
63755672387046,0.07181799,1.564327,-0.455296,0.01714582,0.03770557,-0.01834289,0.9989734
63755672387060,0.07221007,1.564286,-0.4533932,0.01696167,0.03768833,-0.01840908,0.998976
63755672387074,0.07313967,1.564214,-0.4486775,0.01636383,0.03772886,-0.01830182,0.9989864
63755672387087,0.07385588,1.564054,-0.444909,0.01578134,0.0377855,-0.01826896,0.9989942
63755672387102,0.07490134,1.563864,-0.438867,0.01598587,0.03792289,-0.01888164,0.9989744
63755672387115,0.07558644,1.563961,-0.4349743,0.01625158,0.03786338,-0.01916312,0.998967
63755672387128,0.07625413,1.563856,-0.4309661,0.01524896,0.03785032,-0.01927417,0.9989812
63755672387142,0.07691169,1.56371,-0.426812,0.01447167,0.03772313,-0.01913498,0.9990002
63755672387156,0.07751083,1.563692,-0.423008,0.01377246,0.0374531,-0.01887568,0.9990252
63755672387170,0.07790434,1.563617,-0.4205253,0.01288584,0.03730029,-0.01879479,0.9990442
63755672387184,0.07883704,1.563746,-0.4145587,0.01150768,0.03685844,-0.01854214,0.9990822
63755672387198,0.07946014,1.564024,-0.4108169,0.01013333,0.03643864,-0.01799816,0.9991224
63755672387211,0.08000159,1.564163,-0.4072525,0.008242442,0.03624434,-0.01774673,0.9991514
63755672387225,0.08030832,1.564269,-0.4052574,0.007262437,0.03596168,-0.01771576,0.9991698
63755672387238,0.08095527,1.5646,-0.4010866,0.005808255,0.03553447,-0.01741336,0.9991999
63755672387252,0.0813992,1.564796,-0.3981668,0.004368925,0.03533295,-0.01739589,0.9992146
63755672387266,0.08203018,1.565089,-0.3934696,0.002733199,0.03511723,-0.01750111,0.9992262
63755672387279,0.08243608,1.565329,-0.3897149,0.001223461,0.03478875,-0.01753998,0.99924
63755672387293,0.08276749,1.565533,-0.3860204,-0.0001314267,0.0344172,-0.01761946,0.9992523
63755672387307,0.08309567,1.565633,-0.3826436,-0.0006293376,0.03384505,-0.01733709,0.9992765
63755672387321,0.08346093,1.565733,-0.379601,-0.001014444,0.03341075,-0.01671055,0.9993015
63755672387335,0.08369565,1.565723,-0.3780106,-0.001223651,0.03333065,-0.01636386,0.9993097
63755672387349,0.08406305,1.565598,-0.3746889,-0.001991052,0.03340361,-0.01638543,0.9993057
63755672387362,0.08443892,1.565507,-0.3702199,-0.002816137,0.03358068,-0.01677853,0.9992912
63755672387376,0.08458948,1.565495,-0.3683205,-0.003142982,0.03370665,-0.0169339,0.9992834
63755672387390,0.08498561,1.56523,-0.3638822,-0.003466882,0.03365339,-0.01667121,0.9992885
63755672387404,0.08528399,1.564934,-0.3612595,-0.003157615,0.03361307,-0.01627788,0.9992974
63755672387417,0.08553791,1.564706,-0.3593745,-0.003089559,0.03362999,-0.01600315,0.9993015
63755672387431,0.08579588,1.564312,-0.3558786,-0.002366954,0.03388635,-0.01625514,0.9992907
63755672387445,0.08588564,1.564077,-0.3535386,-0.001950943,0.0336181,-0.01636406,0.9992989
63755672387459,0.08598673,1.56391,-0.3515417,-0.00164774,0.03333973,-0.01640187,0.9993082
63755672387473,0.08609295,1.563853,-0.3495551,-0.001387332,0.0329625,-0.01678324,0.9993147
63755672387486,0.08615923,1.563714,-0.3478849,-0.001544826,0.03278424,-0.01688631,0.9993186
63755672387500,0.08620346,1.563464,-0.3464689,-0.001258567,0.03266524,-0.01702492,0.9993206
63755672387513,0.08617032,1.563205,-0.345309,-0.0005526944,0.03246805,-0.01701684,0.9993278
63755672387527,0.08615482,1.562985,-0.3445862,-2.719556E-05,0.03224362,-0.01695217,0.9993363
63755672387542,0.08606446,1.562783,-0.3438114,0.000137195,0.03207023,-0.016918,0.9993424
