ts,x,y,z,rx,ry,rz,rw
63755672385943,-0.1126972,0.009033561,-0.1465365,-0.02132662,0.03738702,-0.01791808,0.9989126
63755672385957,-0.112741,0.008863449,-0.1460588,-0.02086516,0.0373814,-0.01805545,0.9989201
63755672385971,-0.1127514,0.008754492,-0.1457694,-0.02027649,0.03740723,-0.0183989,0.998925
63755672385985,-0.1127436,0.00877583,-0.1454204,-0.01966558,0.03739658,-0.01856724,0.9989344
63755672385999,-0.1127882,0.008853674,-0.1449971,-0.01940463,0.03747803,-0.01877657,0.9989326
63755672386012,-0.1127791,0.008856535,-0.1447413,-0.01942489,0.03748859,-0.01878068,0.9989317
63755672386026,-0.1127778,0.008916378,-0.1441555,-0.01927068,0.03736485,-0.01864419,0.9989419
63755672386040,-0.1126969,0.009119153,-0.1432826,-0.01926212,0.03709073,-0.01830211,0.9989586
63755672386054,-0.112637,0.009369731,-0.1425172,-0.01902606,0.03687489,-0.01800158,0.9989766
63755672386067,-0.1125997,0.009640932,-0.1416573,-0.01863389,0.03651059,-0.01790322,0.9989991
63755672386081,-0.1125789,0.009848118,-0.1409691,-0.01838126,0.03622086,-0.0178739,0.9990149
63755672386095,-0.1124722,0.01008904,-0.1400586,-0.01825374,0.03569669,-0.01772785,0.9990387
63755672386109,-0.1123273,0.01033461,-0.1389997,-0.01822026,0.03534311,-0.01743054,0.9990571
63755672386122,-0.1121486,0.01076114,-0.137508,-0.01818376,0.0348806,-0.01707204,0.9990802
63755672386137,-0.1119972,0.01105571,-0.1362946,-0.01837186,0.0345272,-0.01684731,0.9990929
63755672386150,-0.1117508,0.01142514,-0.1346407,-0.0181619,0.03398334,-0.01691425,0.9991142
63755672386163,-0.1115975,0.01168299,-0.1333577,-0.01789353,0.03361878,-0.01697096,0.9991304
63755672386177,-0.1114122,0.01191616,-0.1319656,-0.01773791,0.03332112,-0.01716513,0.9991398
63755672386191,-0.1108462,0.01253211,-0.1290266,-0.01730115,0.03234917,-0.01705648,0.9991813
63755672386205,-0.110521,0.01270366,-0.1274249,-0.01727966,0.03193895,-0.01680714,0.9991991
63755672386219,-0.1101525,0.01286316,-0.1258009,-0.01690965,0.03152157,-0.01660927,0.999222
63755672386232,-0.1093669,0.01331639,-0.1224952,-0.01529847,0.03108957,-0.01658591,0.9992619
63755672386246,-0.1091231,0.01349449,-0.1213697,-0.01475912,0.03097375,-0.01681539,0.9992698
63755672386260,-0.1084502,0.01377833,-0.1183517,-0.01271397,0.03059542,-0.01749557,0.9992979
63755672386273,-0.1080469,0.01397097,-0.1166675,-0.01110392,0.03036469,-0.01783504,0.9993181
63755672386287,-0.107357,0.01468897,-0.1136005,-0.00956744,0.0300271,-0.01835912,0.9993347
63755672386302,-0.1068417,0.01518762,-0.111229,-0.009724,0.02988951,-0.01885035,0.9993281
63755672386316,-0.1062256,0.01569104,-0.10842,-0.009615543,0.02976225,-0.01957524,0.9993191
63755672386331,-0.1056656,0.01614225,-0.1059433,-0.009116581,0.02978159,-0.01994818,0.9993158
63755672386345,-0.1051071,0.01662028,-0.1035863,-0.008580817,0.02989763,-0.01989843,0.9993181
63755672386358,-0.1045343,0.01703227,-0.1012367,-0.007979423,0.02999812,-0.01963096,0.9993253
63755672386372,-0.1038777,0.0174818,-0.09862715,-0.007088677,0.03011049,-0.01935033,0.9993342
63755672386385,-0.1034857,0.01778615,-0.09711581,-0.006488596,0.03012318,-0.01921023,0.9993405
63755672386399,-0.1028357,0.01828957,-0.09448206,-0.00590086,0.03022441,-0.01903377,0.9993445
63755672386412,-0.1022251,0.01876247,-0.09194702,-0.005570977,0.0304081,-0.01906955,0.9993401
63755672386426,-0.1013771,0.01935542,-0.08827969,-0.005267412,0.03071111,-0.01949233,0.9993243
63755672386440,-0.1008221,0.01983726,-0.08558339,-0.005268301,0.03103624,-0.01970692,0.9993101
63755672386454,-0.1000606,0.02060688,-0.08167219,-0.0052091,0.0315035,-0.0198642,0.9992927
63755672386468,-0.09978175,0.02088249,-0.07992795,-0.005065317,0.03184906,-0.01989751,0.9992818
63755672386481,-0.09896874,0.02153277,-0.07533601,-0.004486609,0.03217595,-0.01990542,0.999274
63755672386495,-0.09852648,0.02189696,-0.07259408,-0.003914402,0.03221942,-0.0197791,0.9992774
63755672386509,-0.0982492,0.0221529,-0.07069796,-0.003572852,0.03227074,-0.01964187,0.9992797
63755672386523,-0.09726393,0.02277827,-0.06556177,-0.002329743,0.03197097,-0.0184191,0.9993163
63755672386536,-0.09674609,0.02298832,-0.06299701,-0.001507307,0.03173032,-0.01759706,0.9993404
63755672386551,-0.09616697,0.0231688,-0.06031108,-0.0003570426,0.03147734,-0.01661922,0.9993662
63755672386564,-0.09543395,0.02339351,-0.05717668,0.001253797,0.03096853,-0.01583563,0.9993941
63755672386578,-0.09440136,0.02376378,-0.05234826,0.002768957,0.03054728,-0.01629319,0.9993967
63755672386592,-0.09367144,0.02409911,-0.04883975,0.003740628,0.0301363,-0.01709847,0.9993926
63755672386605,-0.09290791,0.02441239,-0.04525232,0.004592167,0.02980745,-0.01768293,0.9993887
63755672386619,-0.09214544,0.02469134,-0.04204047,0.005360959,0.02955381,-0.01797647,0.9993872
63755672386633,-0.09131503,0.02504396,-0.03856036,0.006144485,0.02947628,-0.01802761,0.999384
63755672386647,-0.09034896,0.02537334,-0.03466341,0.006884342,0.02964497,-0.01816771,0.9993716
63755672386661,-0.08953691,0.02569449,-0.03130645,0.007832985,0.02999174,-0.01881061,0.9993424
63755672386674,-0.0890435,0.02599335,-0.02921575,0.008518034,0.030325,-0.01928053,0.9993178
63755672386688,-0.08780777,0.02665234,-0.02379569,0.009150697,0.03124257,-0.0201183,0.9992675
63755672386702,-0.08726096,0.02688134,-0.02156758,0.009580129,0.03161016,-0.02026742,0.9992489
63755672386715,-0.08626997,0.02730656,-0.01765031,0.01105932,0.03225524,-0.02014234,0.9992155
63755672386729,-0.08547103,0.02763867,-0.01462096,0.01194865,0.03272426,-0.01980446,0.9991968
63755672386743,-0.08425164,0.0282588,-0.009755701,0.01277742,0.0334174,-0.0194687,0.9991702
63755672386757,-0.08369756,0.02857363,-0.007507533,0.01305973,0.03362536,-0.01937896,0.9991613
63755672386771,-0.08279729,0.02908766,-0.003478378,0.01324522,0.0340478,-0.01955402,0.9991412
63755672386784,-0.08203542,0.02946138,-1.043081E-06,0.01321316,0.0344015,-0.01995219,0.9991215
63755672386798,-0.08090341,0.0299145,0.005103916,0.01314515,0.03503899,-0.02062429,0.9990867
63755672386812,-0.08025348,0.03024685,0.008615255,0.01339822,0.03556596,-0.0210793,0.9990551
63755672386826,-0.07951856,0.03055716,0.01221567,0.013826,0.03591082,-0.02129166,0.9990325
63755672386839,-0.07906902,0.03069222,0.01435047,0.01412219,0.03598505,-0.02119939,0.9990277
63755672386853,-0.07825601,0.03089273,0.01828542,0.01432724,0.03617816,-0.02074186,0.9990274
63755672386867,-0.07711649,0.03118467,0.02383202,0.01412073,0.03615968,-0.01984735,0.9990491
63755672386881,-0.07638168,0.03138971,0.02753159,0.01372477,0.03602724,-0.01899028,0.9990761
63755672386895,-0.07554996,0.03147459,0.03175873,0.01341666,0.03606713,-0.01840611,0.9990898
63755672386908,-0.07518125,0.0314759,0.03383175,0.01344458,0.03618589,-0.01841212,0.999085
63755672386922,-0.07430375,0.03142869,0.03814432,0.01400438,0.03625178,-0.01872191,0.9990692
63755672386937,-0.07343519,0.03152347,0.04299201,0.01518298,0.0366356,-0.0192933,0.9990271
63755672386950,-0.07275403,0.03163528,0.04678038,0.01543029,0.03686474,-0.01918045,0.9990171
63755672386964,-0.07187617,0.03170073,0.05109748,0.01522315,0.03699918,-0.01876212,0.9990232
63755672386978,-0.07097423,0.03164148,0.05554923,0.01520209,0.03717427,-0.0182724,0.9990261
63755672386992,-0.07026589,0.03157794,0.05932437,0.01556758,0.03732106,-0.01824487,0.9990155
63755672387005,-0.0695405,0.03150976,0.06313427,0.01629941,0.03731646,-0.01792914,0.9990097
63755672387019,-0.06863928,0.0314616,0.06773512,0.01742336,0.03749976,-0.01773987,0.9989873
63755672387032,-0.06831527,0.03147554,0.06948835,0.01763944,0.03749228,-0.01782722,0.9989822
63755672387046,-0.06718206,0.03132677,0.07570399,0.01714582,0.03770557,-0.01834289,0.9989734
63755672387060,-0.06678998,0.03128541,0.07760678,0.01696167,0.03768833,-0.01840908,0.998976
63755672387074,-0.06586039,0.03121424,0.08232248,0.01636383,0.03772886,-0.01830182,0.9989864
63755672387087,-0.06514418,0.03105354,0.08609095,0.01578134,0.0377855,-0.01826896,0.9989942
63755672387102,-0.06409872,0.030864,0.09213296,0.01598587,0.03792289,-0.01888164,0.9989744
63755672387115,-0.06341362,0.03096116,0.09602571,0.01625158,0.03786338,-0.01916312,0.998967
63755672387128,-0.06274593,0.03085601,0.1000338,0.01524896,0.03785032,-0.01927417,0.9989812
63755672387142,-0.06208837,0.03070974,0.104188,0.01447167,0.03772313,-0.01913498,0.9990002
63755672387156,-0.06148922,0.03069186,0.1079919,0.01377246,0.0374531,-0.01887568,0.9990252
63755672387170,-0.06109571,0.0306164,0.1104747,0.01288584,0.03730029,-0.01879479,0.9990442
63755672387184,-0.06016302,0.03074574,0.1164413,0.01150768,0.03685844,-0.01854214,0.9990822
63755672387198,-0.05953991,0.03102398,0.1201831,0.01013333,0.03643864,-0.01799816,0.9991224
63755672387211,-0.05899847,0.03116322,0.1237475,0.008242442,0.03624434,-0.01774673,0.9991514
63755672387225,-0.05869174,0.03126931,0.1257426,0.007262437,0.03596168,-0.01771576,0.9991698
63755672387238,-0.05804479,0.03160036,0.1299134,0.005808255,0.03553447,-0.01741336,0.9991999
63755672387252,-0.05760086,0.03179634,0.1328332,0.004368925,0.03533295,-0.01739589,0.9992146
63755672387266,-0.05696988,0.03208876,0.1375303,0.002733199,0.03511723,-0.01750111,0.9992262
63755672387279,-0.05656397,0.0323292,0.1412851,0.001223461,0.03478875,-0.01753998,0.99924
63755672387293,-0.05623257,0.03253281,0.1449796,-0.0001314267,0.0344172,-0.01761946,0.9992523
63755672387307,-0.05590439,0.03263247,0.1483564,-0.0006293376,0.03384505,-0.01733709,0.9992765
63755672387321,-0.05553913,0.0327332,0.151399,-0.001014444,0.03341075,-0.01671055,0.9993015
63755672387335,-0.05530441,0.03272307,0.1529894,-0.001223651,0.03333065,-0.01636386,0.9993097
63755672387349,-0.05493701,0.03259766,0.1563111,-0.001991052,0.03340361,-0.01638543,0.9993057
63755672387362,-0.05456114,0.0325067,0.1607801,-0.002816137,0.03358068,-0.01677853,0.9992912
63755672387376,-0.05441058,0.0324949,0.1626794,-0.003142982,0.03370665,-0.0169339,0.9992834
63755672387390,-0.05401444,0.03222966,0.1671178,-0.003466882,0.03365339,-0.01667121,0.9992885
63755672387404,-0.05371606,0.03193414,0.1697405,-0.003157615,0.03361307,-0.01627788,0.9992974
63755672387417,-0.05346215,0.03170621,0.1716255,-0.003089559,0.03362999,-0.01600315,0.9993015
63755672387431,-0.05320418,0.03131223,0.1751214,-0.002366954,0.03388635,-0.01625514,0.9992907
63755672387445,-0.05311441,0.03107667,0.1774614,-0.001950943,0.0336181,-0.01636406,0.9992989
63755672387459,-0.05301332,0.03090966,0.1794583,-0.00164774,0.03333973,-0.01640187,0.9993082
63755672387473,-0.05290711,0.03085303,0.1814449,-0.001387332,0.0329625,-0.01678324,0.9993147
63755672387486,-0.05284083,0.03071392,0.1831151,-0.001544826,0.03278424,-0.01688631,0.9993186
63755672387500,-0.0527966,0.03046393,0.1845311,-0.001258567,0.03266524,-0.01702492,0.9993206
63755672387513,-0.05282974,0.03020453,0.1856909,-0.0005526944,0.03246805,-0.01701684,0.9993278
63755672387527,-0.05284524,0.02998471,0.1864138,-2.719556E-05,0.03224362,-0.01695217,0.9993363
63755672387542,-0.0529356,0.02978289,0.1871886,0.000137195,0.03207023,-0.016918,0.9993424
63755672387556,-0.05305231,0.02964652,0.1879436,-0.0001417849,0.0319616,-0.01661226,0.999351
63755672387569,-0.05324197,0.02927876,0.188673,-0.0004708685,0.03176677,-0.01580022,0.9993703
63755672387582,-0.05339515,0.02912784,0.1889484,-0.0001990465,0.03149201,-0.0154336,0.9993848
63755672387596,-0.05361247,0.02899444,0.189034,1.760236E-05,0.03133018,-0.01537817,0.9993908
63755672387610,-0.05388856,0.02882969,0.1887884,0.0005444551,0.03117461,-0.0158902,0.9993875
63755672387623,-0.05420923,0.02881694,0.1883872,0.0008259708,0.03113533,-0.01655469,0.9993778
63755672387637,-0.05439031,0.02897143,0.1880639,0.0008700892,0.03096285,-0.01685768,0.999378
63755672387651,-0.05458903,0.02894902,0.1880598,0.0004803904,0.03073904,-0.01680778,0.999386
63755672387665,-0.05512762,0.02950931,0.1858157,-0.000399867,0.03053536,-0.01664023,0.9993951
63755672387679,-0.05536187,0.02967536,0.1849665,-0.0003227134,0.03042038,-0.01653153,0.9994004
63755672387692,-0.05569005,0.03002334,0.183457,-0.0003452809,0.03050713,-0.0165176,0.999398
63755672387706,-0.05591416,0.03034139,0.1822056,-0.0007298898,0.03058921,-0.01662916,0.9993935
63755672387720,-0.05638778,0.03098118,0.1797822,-0.001821504,0.03060404,-0.01623808,0.9993981
63755672387734,-0.05670726,0.03136241,0.1781896,-0.002515318,0.03060248,-0.01568078,0.9994054
63755672387748,-0.05694246,0.03162348,0.1767921,-0.002866059,0.03043203,-0.01524668,0.9994165
63755672387761,-0.05761063,0.03224194,0.173618,-0.003020958,0.03055885,-0.01527975,0.9994116
63755672387774,-0.05786085,0.03246391,0.1725807,-0.002939907,0.03060129,-0.01516133,0.9994124
63755672387788,-0.05865359,0.03320968,0.1691519,-0.003030416,0.03067125,-0.01522473,0.999409
63755672387802,-0.05899346,0.03349924,0.1677718,-0.002995954,0.03071295,-0.01530535,0.9994066
63755672387816,-0.05956101,0.03388286,0.1651289,-0.002700523,0.03071366,-0.01541467,0.9994057
63755672387830,-0.06057036,0.03434551,0.1608402,-0.001347436,0.03077054,-0.0160868,0.9993961
63755672387843,-0.06112957,0.03457403,0.1580509,-0.0001795248,0.03057603,-0.01627939,0.9993998
63755672387857,-0.06176496,0.03497052,0.1548539,0.001496987,0.03047975,-0.01626567,0.9994019
63755672387871,-0.0624212,0.03561485,0.1514946,0.002404517,0.03020203,-0.01621384,0.9994094
63755672387885,-0.06284344,0.03599262,0.1497849,0.002093582,0.03014839,-0.01622677,0.9994115
63755672387899,-0.0636884,0.03665423,0.1464408,0.001285587,0.02983042,-0.01634656,0.9994205
63755672387912,-0.06456804,0.03719509,0.1428716,0.001052463,0.02948358,-0.01650459,0.9994285
63755672387926,-0.06584764,0.03788865,0.1376075,0.001622141,0.02904524,-0.01640149,0.9994422
63755672387940,-0.06672871,0.03855741,0.1338307,0.001694751,0.02891409,-0.01576187,0.9994562
63755672387954,-0.0676533,0.0394361,0.1299784,0.0003667081,0.02881931,-0.01522593,0.9994686
63755672387968,-0.06842387,0.04010618,0.1266705,-0.00119435,0.02857148,-0.01453903,0.9994853
63755672387981,-0.0693289,0.04076791,0.1226095,-0.002702819,0.02842867,-0.01410403,0.9994927
63755672387995,-0.07034218,0.04152024,0.1180919,-0.003925084,0.0283326,-0.01401113,0.9994926
63755672388009,-0.07076621,0.04183197,0.1161807,-0.004613023,0.02844372,-0.01411554,0.9994851
63755672388023,-0.07162678,0.04255271,0.112161,-0.005509289,0.02862618,-0.01436727,0.9994717
63755672388036,-0.07297003,0.04361761,0.1059701,-0.006252073,0.02891636,-0.01428313,0.9994602
63755672388050,-0.07376277,0.0442009,0.1023027,-0.006588525,0.0290482,-0.01392904,0.9994593
63755672388064,-0.07427704,0.04454327,0.09989423,-0.006629581,0.02902893,-0.01357532,0.9994645
63755672388077,-0.07501221,0.04498124,0.09648323,-0.006213294,0.02880471,-0.01305306,0.9994805
63755672388091,-0.07661784,0.0457902,0.08943942,-0.004776412,0.0283616,-0.01248007,0.9995084
63755672388104,-0.07740152,0.04622102,0.08584537,-0.004373306,0.02817212,-0.01255026,0.9995148
63755672388118,-0.07829058,0.0466398,0.08174339,-0.003983354,0.02803513,-0.01246925,0.9995213
63755672388132,-0.0793736,0.04711461,0.07650021,-0.002837925,0.02804139,-0.01210982,0.9995294
63755672388147,-0.08058023,0.04769838,0.07077993,-0.001186958,0.02816617,-0.01169218,0.9995342
63755672388159,-0.08137965,0.04804039,0.06712785,-0.0004092988,0.02833969,-0.01139677,0.9995333
63755672388173,-0.08224976,0.04829335,0.06324303,0.0004293897,0.02850998,-0.0113899,0.9995285
63755672388187,-0.08314037,0.04852331,0.05932081,0.00165021,0.02861362,-0.01146931,0.9995234
63755672388201,-0.08490682,0.04885554,0.05148546,0.003888071,0.02874274,-0.01123041,0.9995162
63755672388215,-0.08576286,0.0489229,0.04751387,0.00513021,0.02868984,-0.01094933,0.9995152
63755672388228,-0.08662486,0.04891837,0.04346997,0.006570089,0.02875783,-0.01062058,0.9995084
63755672388243,-0.0881294,0.04892302,0.0360662,0.009454169,0.02876065,-0.009595541,0.9994956
63755672388256,-0.08859885,0.0489285,0.03369722,0.01027455,0.02885789,-0.009312756,0.9994873
63755672388270,-0.09009802,0.04902816,0.02626881,0.01184048,0.02925325,-0.00963224,0.9994555
63755672388284,-0.0907557,0.0490272,0.02319464,0.01191244,0.02951519,-0.01031225,0.9994402
63755672388297,-0.09224296,0.04897249,0.01629972,0.01245902,0.03014245,-0.01127275,0.9994044
63755672388311,-0.09317696,0.04887259,0.01200151,0.01249824,0.03063533,-0.01173162,0.9993836
63755672388325,-0.09432614,0.04870427,0.006661087,0.01212913,0.03107714,-0.0115821,0.9993763
63755672388339,-0.09526253,0.04850566,0.002015799,0.01204376,0.03142108,-0.01085292,0.9993747
63755672388353,-0.09636891,0.04831684,-0.003285795,0.01199166,0.03175791,-0.009874627,0.9993749
63755672388366,-0.09722924,0.0483495,-0.007401854,0.01164534,0.03187446,-0.009500451,0.9993789
63755672388380,-0.09837747,0.0483377,-0.01239643,0.009878435,0.03194267,-0.00892691,0.999401
63755672388394,-0.09942949,0.04828191,-0.0171113,0.008177146,0.03185476,-0.008517243,0.9994228
63755672388408,-0.1003015,0.04832053,-0.02107915,0.007068214,0.03172233,-0.007955973,0.9994401
63755672388422,-0.1012452,0.04826045,-0.02502021,0.005643001,0.03167317,-0.007494515,0.9994543
63755672388436,-0.102621,0.04804385,-0.03043771,0.00387238,0.03156791,-0.007609034,0.9994652
63755672388450,-0.1037462,0.04790425,-0.03489769,0.003082727,0.03151132,-0.007958453,0.999467
63755672388464,-0.10467,0.04776716,-0.03864875,0.002705628,0.03153604,-0.008175373,0.9994655
63755672388477,-0.1053922,0.04767334,-0.04178399,0.002530677,0.03154577,-0.008048004,0.9994667
63755672388491,-0.1066977,0.04747808,-0.04745686,0.002079427,0.03148905,-0.007321444,0.9994751
63755672388505,-0.1076434,0.04729664,-0.05192557,0.001511886,0.03140285,-0.006554075,0.9994842
63755672388519,-0.1086941,0.04699278,-0.05680013,0.0008986602,0.03133396,-0.005945161,0.9994909
63755672388533,-0.1096954,0.04664171,-0.06116322,0.0007559384,0.03122158,-0.006005753,0.9994942
63755672388547,-0.1104941,0.04636598,-0.06457639,0.0007208181,0.03128819,-0.006039194,0.9994919
63755672388561,-0.111295,0.04601169,-0.06804392,0.0006854541,0.03127931,-0.006063799,0.999492
63755672388575,-0.1126003,0.04528415,-0.07392594,0.0008279633,0.03158503,-0.00631175,0.9994808
63755672388589,-0.1134387,0.04486895,-0.07739499,0.0009422457,0.03211894,-0.006478371,0.9994626
63755672388603,-0.114454,0.04434729,-0.08162108,0.0005615334,0.03251895,-0.006436048,0.9994503
63755672388617,-0.1150892,0.04393184,-0.08438674,0.0001987832,0.0330047,-0.006380646,0.9994348
63755672388631,-0.1160524,0.04336822,-0.08858934,-0.0001253189,0.03357543,-0.006213536,0.9994169
63755672388644,-0.1174554,0.0423907,-0.09469676,-0.0004573439,0.03469405,-0.006278086,0.9993782
63755672388658,-0.1183486,0.04167533,-0.09877732,-0.0004133706,0.03532533,-0.006448354,0.999355
63755672388672,-0.1191547,0.04117024,-0.102456,-0.0003728495,0.0359182,-0.006530071,0.9993334
63755672388686,-0.1200825,0.04055595,-0.1065648,-0.001300943,0.03670239,-0.006481568,0.9993044
63755672388700,-0.1209612,0.03995252,-0.1104272,-0.00242433,0.03734434,-0.00628283,0.9992798
63755672388714,-0.1218623,0.03935862,-0.1143777,-0.003461998,0.03783807,-0.006256793,0.9992583
63755672388728,-0.1226205,0.03885448,-0.1176946,-0.004295892,0.03825514,-0.006094982,0.9992402
63755672388742,-0.123567,0.03817272,-0.1220202,-0.005195359,0.03874437,-0.005829024,0.9992186
63755672388756,-0.1243689,0.03766203,-0.1259549,-0.005879038,0.03907334,-0.005477458,0.999204
63755672388769,-0.1250304,0.03717649,-0.1292621,-0.006661659,0.03937332,-0.004958205,0.9991901
63755672388784,-0.1258237,0.03664672,-0.1331733,-0.007751419,0.03966956,-0.004163919,0.9991741
63755672388798,-0.1265717,0.03620565,-0.1368749,-0.009114346,0.03995138,-0.003061958,0.9991554
63755672388812,-0.1272033,0.0358175,-0.139884,-0.01063651,0.04019766,-0.00257804,0.9991318
63755672388826,-0.1279714,0.0354706,-0.143745,-0.01239095,0.04032626,-0.002497735,0.9991066
63755672388839,-0.1286448,0.03515387,-0.147291,-0.0146078,0.04046662,-0.002562192,0.9990708
63755672388853,-0.1292819,0.03489161,-0.1507382,-0.01697268,0.04066985,-0.002587575,0.9990251
63755672388867,-0.1297897,0.03459072,-0.153627,-0.01930392,0.04080058,-0.002346332,0.9989781
63755672388880,-0.1303016,0.03419876,-0.1567268,-0.02148035,0.0409958,-0.001788805,0.9989268
63755672388895,-0.130695,0.03389645,-0.1593401,-0.02283082,0.04109504,-0.001048843,0.9988938
63755672388909,-0.1311045,0.03360558,-0.162036,-0.02423265,0.04120551,-0.0005125297,0.9988567
63755672388922,-0.131402,0.03338051,-0.1641344,-0.0254983,0.04132991,-0.0001500856,0.9988201
63755672388937,-0.131673,0.03312349,-0.1662807,-0.02672669,0.04142502,0.0001550727,0.9987841
63755672388951,-0.1318189,0.03294992,-0.1676108,-0.0274135,0.04143184,0.0002929896,0.9987652
63755672388964,-0.1319306,0.03281665,-0.1690322,-0.02825931,0.0413785,5.513184E-05,0.9987438
63755672388978,-0.132,0.0325501,-0.1709809,-0.02950431,0.04127676,-0.0001718294,0.998712
63755672388992,-0.1319487,0.03230131,-0.1721123,-0.02987375,0.04122975,-0.0003228151,0.9987029
63755672389006,-0.1318014,0.03210497,-0.1728603,-0.02977727,0.04118947,-0.0003260336,0.9987075
63755672389020,-0.1315631,0.03190994,-0.1735979,-0.02932319,0.04134161,-0.0005128707,0.9987146
63755672389033,-0.1313192,0.03185904,-0.1739857,-0.02872675,0.04150007,-0.0007202725,0.9987252
63755672389047,-0.1309689,0.0319016,-0.1742397,-0.02824169,0.04163347,-0.0006117363,0.9987336
63755672389061,-0.1305915,0.03204155,-0.174206,-0.02828082,0.04177168,-0.0005019667,0.9987267
63755672389075,-0.1301343,0.0322361,-0.174066,-0.02851875,0.04186172,-0.0001675803,0.9987163
63755672389089,-0.1298333,0.03238142,-0.173873,-0.02885758,0.04201926,-2.815766E-05,0.9987
63755672389103,-0.1291769,0.03268266,-0.1731787,-0.02970445,0.04229915,4.825008E-05,0.9986633
63755672389117,-0.1288399,0.03280723,-0.1727716,-0.02986697,0.04251212,-0.0003729243,0.9986494
63755672389131,-0.1281819,0.03295958,-0.1718052,-0.0295707,0.043238,-0.002006973,0.9986251
63755672389145,-0.1278294,0.0330745,-0.171264,-0.02917664,0.04369193,-0.002965367,0.9986145
63755672389159,-0.1271967,0.03336906,-0.1699753,-0.02871717,0.04503637,-0.00476318,0.9985611
63755672389173,-0.1269039,0.0335294,-0.1693137,-0.02879428,0.04575954,-0.005514262,0.9985222
63755672389187,-0.12634,0.03390014,-0.1679852,-0.02892904,0.04711721,-0.00667658,0.9984481
63755672389201,-0.1255896,0.03416252,-0.1656105,-0.02934728,0.04912644,-0.008250027,0.9983273
